"","AveExpr","Coef.NTvBT","Coef.nTvBT","t.NTvBT","t.nTvBT","P.value.NTvBT","P.value.nTvBT","F","F.p.value","Results.NTvBT","Results.nTvBT"
"MBP",10.6125001616503,-5.8519720707451,-4.75237614922484,-6.19824845557595,-5.02623143658032,4.69654283717248e-06,6.46856307424703e-05,22.0558966707371,8.72251020774932e-06,-1,-1
"Mi-2",9.09563108504083,4.76992583040988,5.24045619252797,3.12533428316027,3.23349214992976,0.00532884841386855,0.0041644946899675,6.87561375351187,0.00533748165845191,1,1
"MPO",9.55335527028883,-1.93810297162896,-2.29601263821712,-1.90734532517531,-2.24362432885677,0.0709392111893243,0.0363354335128697,2.98105136217303,0.0736008812203217,0,-1
"MYO",11.1590406429577,-1.61843069514881,-2.44949484050145,-1.53792705714308,-2.11670230794635,0.13973576791722,0.0470159093268449,2.42774369965146,0.113779557099719,0,-1
"NCL",14.191798670396,-3.88036228114837,-3.96384893103084,-4.297356566868,-4.28472242169536,0.000350932477560435,0.000361446764401632,12.5139829071195,0.000298763092379721,-1,-1
"NXP2",10.322077857638,0.919061165787202,5.6307728597013,0.608337371507797,4.08378666900101,0.549809906833998,0.000578207622103096,9.45330975773214,0.00128813056275976,0,1
"PL-7",10.8605553086668,3.11626112895531,2.5850515560855,2.73143818065954,2.1046213381556,0.0128594531191261,0.048168279445477,4.15948682584204,0.0308669146309006,1,1
"PM Scl75",7.12574639979012,5.87138544768348,4.77728266606395,3.15948444499831,2.47283224238635,0.00493065378945411,0.0224979854693375,5.61290918258067,0.0116174631779938,1,1
"SAE1 SAE2 ",9.89890046320389,8.91693486933904,4.45568892656206,5.36665483255118,2.34863487305472,2.97500425341243e-05,0.0292326458922947,14.42160635806,0.00013245876167904,1,1
"Scl70",12.0222345072116,-7.15961526178883,-6.2328337727665,-7.51955708628459,-6.072978499784,2.99119689394856e-07,6.17004516738837e-06,32.380962835434,5.34433402353006e-07,-1,-1
"SmD1",8.26744572016593,5.61107077124414,3.67479300130853,3.73970690640859,2.32967103869815,0.00129175373630178,0.0304120704549438,7.19919775130974,0.00441413560456253,1,1
"SRP54",9.97427512370069,-4.72031974585609,-6.21800156068118,-4.85064250475805,-5.83259480640329,9.69304619095739e-05,1.04719320549433e-05,19.8476354617878,1.78094186310191e-05,-1,-1
"B2GP1",12.4857010314709,-8.10984863698157,-5.64769078252173,-7.09690466203163,-4.87542639454039,7.03719175659646e-07,9.15391407248506e-05,26.6877219316635,2.2618164485877e-06,-1,-1
"TPO",12.4448430462108,5.39827587494448,4.1578814928325,4.27581055855061,3.03896292539258,0.000369053005190759,0.00648020382141649,9.81447611590817,0.00107167642799451,1,1
"tTG",11.629608262991,4.97216433441379,4.70655940508387,4.23168972356323,3.88763511236534,0.000409143345143809,0.00091463046384455,11.2567517830707,0.000530761628357004,1,1
"snRNP A",14.309063503638,-1.22545181209403,-3.25084641977536,-1.2826012327403,-2.9534122483581,0.214296359527934,0.00785592648159386,4.36905119659893,0.0266492422803367,0,-1
"snRNP C",7.97412716912492,-6.03165885647992,-8.60894283505664,-3.93900434088133,-5.25476299984531,0.000811171267816126,3.8357286292176e-05,15.180122653644,9.75514789942545e-05,-1,-1
